team1,team2,team1_1st_downs,team1_numberpenalties,team1_penaltyyards,team1_3rd_down_efficiency,team1_4th_down_efficiency,team1_comp/att,team1_defensive_/_special_teams_tds,team1_fumbles_lost,team1_interceptions_thrown,team1_passing,team1_passing_1st_downs,team1_possession,team1_red_zone_(made-att),team1_rushing,team1_rushing_1st_downs,team1_rushing_attempts,team1_sacks-yards_lost,team1_total_drives,team1_total_plays,team1_total_yards,team1_turnovers,team1_yards_per_pass,team1_yards_per_play,team1_yards_per_rush,team2_1st_downs,team2_numberpenalties,team2_penaltyyards,team2_3rd_down_efficiency,team2_4th_down_efficiency,team2_comp/att,team2_defensive_/_special_teams_tds,team2_fumbles_lost,team2_interceptions_thrown,team2_passing,team2_passing_1st_downs,team2_possession,team2_red_zone_(made-att),team2_rushing,team2_rushing_1st_downs,team2_rushing_attempts,team2_sacks-yards_lost,team2_total_drives,team2_total_plays,team2_total_yards,team2_turnovers,team2_yards_per_pass,team2_yards_per_play,team2_yards_per_rush,total,spread,ML
Broncos,Texans,15,4,41,0.4,0.0,0.4864864864864865,0,1,1,171,9,25:24,0.0,100,6,23,0.5,13,61,271,2,4.5,4.4,4.3,15,4,29,0.1764705882352941,1.0,0.575,0,0,0,191,11,34:36,0.0,77,2,28,0.16,14,72,268,0,4.3,3.7,2.8,33,-3,1
Broncos,Raiders,10,11,78,0.3333333333333333,0.0,0.5714285714285714,0,0,2,136,5,30:46,0.3333333333333333,84,5,27,0.1428571428571428,13,57,220,2,4.5,3.9,3.1,10,11,83,0.2666666666666666,0.0,0.5925925925925926,0,0,1,114,6,29:14,1.0,74,4,25,0.2068965517241379,13,58,188,1,3.5,3.2,3.0,17,-3,1
Broncos,Chiefs,16,10,147,0.4666666666666667,0.0,0.631578947368421,0,0,0,283,11,29:29,0.2,59,5,21,0.1666666666666666,10,61,342,0,7.1,5.6,2.8,19,10,69,0.3846153846153846,0.0,0.6444444444444445,0,0,1,249,13,30:31,0.25,62,3,14,0.1111111111111111,10,62,311,1,5.2,5.0,4.4,41,-3,1
Broncos,Commanders,23,5,33,0.4666666666666667,1.0,0.6444444444444445,0,0,1,315,17,32:13,0.6,87,6,23,0.1666666666666666,10,69,402,1,6.8,5.8,3.8,30,5,35,0.4705882352941176,1.0,0.56,0,0,1,276,17,35:00,0.6,143,10,33,0.1111111111111111,11,85,419,1,5.3,4.9,4.3,53,-1,1
Broncos,Raiders,27,8,50,0.5833333333333334,0.3333333333333333,0.8157894736842105,1,0,0,204,14,39:03,0.6666666666666666,152,11,31,0.375,7,72,356,0,5.0,4.9,4.9,16,3,25,0.3333333333333333,0.3333333333333333,0.65625,0,0,0,189,11,20:57,0.5,40,3,12,0.1666666666666666,8,48,229,0,5.3,4.8,3.3,41,-7,1
Lions,Vikings,15,10,76,0.2941176470588235,1.0,0.6756756756756757,0,1,0,240,11,31:08,0.3333333333333333,65,3,20,0.1136363636363636,11,62,305,1,5.7,4.9,3.3,20,7,56,0.3333333333333333,0.0,0.56,0,0,1,116,8,28:52,0.6,142,7,29,0.1851851851851851,12,59,258,1,3.9,4.4,4.9,51,3,2
Lions,Commanders,30,3,1,0.5,1.0,0.7142857142857143,0,0,0,320,19,32:36,0.6666666666666666,226,11,33,0.0,9,68,546,0,9.1,8.0,6.8,14,8,61,0.2,1.0,0.7272727272727273,0,0,0,195,9,27:24,1.0,93,5,27,0.1111111111111111,9,51,288,0,8.1,5.6,3.4,66,-22,1
Lions,Eagles,13,5,48,0.2307692307692307,0.0,0.3783783783783784,0,0,1,243,10,24:12,0.0,74,3,21,0.1666666666666666,13,60,317,1,6.2,5.3,3.5,16,9,78,0.2666666666666666,0.0,0.5,0,0,0,124,6,35:48,0.3333333333333333,148,7,40,0.0909090909090909,13,69,272,0,4.3,3.9,3.7,25,7,2
Lions,Giants,23,9,81,0.4166666666666667,0.0,0.6666666666666666,0,0,1,257,13,28:30,0.5,237,9,20,0.1363636363636363,12,65,494,1,5.7,7.6,11.9,25,7,59,0.5,0.3333333333333333,0.5135135135135135,0,0,1,395,16,37:11,0.3333333333333333,122,6,39,0.25,12,77,517,1,10.4,6.7,3.1,61,-7,1
Lions,Packers,20,5,22,0.6153846153846154,0.0,0.7407407407407407,0,0,0,233,12,31:06,0.6666666666666666,119,7,30,0.1304347826086956,8,60,352,0,7.8,5.9,4.0,18,3,20,0.5,1.0,0.6,0,0,0,234,11,28:54,1.0,125,5,30,0.0,9,60,359,0,7.8,6.0,4.2,55,7,2
