team1,team2,team1_1st_downs,team1_numberpenalties,team1_penaltyyards,team1_3rd_down_efficiency,team1_4th_down_efficiency,team1_comp/att,team1_defensive_/_special_teams_tds,team1_fumbles_lost,team1_interceptions_thrown,team1_passing,team1_passing_1st_downs,team1_possession,team1_red_zone_(made-att),team1_rushing,team1_rushing_1st_downs,team1_rushing_attempts,team1_sacks-yards_lost,team1_total_drives,team1_total_plays,team1_total_yards,team1_turnovers,team1_yards_per_pass,team1_yards_per_play,team1_yards_per_rush,team2_1st_downs,team2_numberpenalties,team2_penaltyyards,team2_3rd_down_efficiency,team2_4th_down_efficiency,team2_comp/att,team2_defensive_/_special_teams_tds,team2_fumbles_lost,team2_interceptions_thrown,team2_passing,team2_passing_1st_downs,team2_possession,team2_red_zone_(made-att),team2_rushing,team2_rushing_1st_downs,team2_rushing_attempts,team2_sacks-yards_lost,team2_total_drives,team2_total_plays,team2_total_yards,team2_turnovers,team2_yards_per_pass,team2_yards_per_play,team2_yards_per_rush,spread
Bengals,Browns,11,7,33,0.5,0.0,0.6086956521739131,0,0,0,95,7,24:11,0.6666666666666666,46,3,23,0.16666666666666666,10,49,141,0,3.7,2.9,2.0,22,7,53,0.5625,0.6666666666666666,0.6888888888888889,0,0,2,278,13,35:49,0.6666666666666666,49,5,24,0.16666666666666666,10,71,327,2,5.9,4.6,2.0,-1
Bengals,Jaguars,24,3,29,0.42857142857142855,1.0,0.6222222222222222,0,0,3,302,17,26:49,0.75,48,5,17,0.2,11,65,350,3,6.3,5.4,2.8,21,6,55,0.46153846153846156,0.0,0.5714285714285714,0,0,2,261,15,33:11,0.5,139,5,27,0.1,12,70,400,2,6.1,5.7,5.1,-4
Bengals,Vikings,12,4,45,0.2727272727272727,0.0,0.7037037037037037,0,3,2,118,6,29:04,1.0,53,3,21,0.18181818181818182,13,52,171,5,3.8,3.3,2.5,22,13,105,0.3333333333333333,1.0,0.6666666666666666,2,0,0,183,10,30:56,0.8,169,10,31,0.15789473684210525,12,58,352,0,6.8,6.1,5.5,38
Bengals,Broncos,9,11,65,0.18181818181818182,0.0,0.56,0,0,0,106,3,22:02,0.0,53,3,15,0.15789473684210525,10,43,159,0,3.8,3.7,3.5,29,7,72,0.5714285714285714,0.0,0.6904761904761905,0,0,1,326,17,37:58,0.75,186,11,38,0.0,10,80,512,1,7.8,6.4,4.9,25
Bengals,Lions,21,6,30,0.36363636363636365,0.0,0.65,0,0,3,237,12,25:39,1.0,85,4,16,0.14285714285714285,12,58,322,3,5.6,5.6,5.3,23,8,56,0.25,0.0,0.8333333333333334,0,1,0,247,15,34:21,0.8333333333333334,118,7,33,0.2857142857142857,12,61,365,1,8.8,6.0,3.6,13
Bengals,Packers,20,3,17,0.4,1.0,0.6444444444444445,0,0,0,213,12,27:16,1.0,55,5,16,0.16666666666666666,9,62,268,0,4.6,4.3,3.4,24,5,40,0.45454545454545453,1.0,0.7307692307692307,0,0,1,256,11,32:44,0.75,153,12,33,0.3333333333333333,9,60,409,1,9.5,6.8,4.6,9
Bengals,Steelers,27,4,35,0.5,1.0,0.6595744680851063,0,0,0,328,16,34:32,0.4,142,8,23,0.14285714285714285,10,72,470,0,6.7,6.5,6.2,19,7,59,0.7,0.0,0.6764705882352942,0,0,2,249,12,25:28,0.75,147,7,20,0.0,10,54,396,2,7.3,7.3,7.4,-2
Bengals,Jets,24,2,15,0.4444444444444444,0.0,0.6176470588235294,0,0,0,217,11,26:20,0.75,181,12,23,0.16666666666666666,10,58,398,0,6.2,6.9,7.9,25,4,25,0.4666666666666667,0.6666666666666666,0.6666666666666666,0,0,0,248,13,33:40,0.6,254,11,37,0.0,11,70,502,0,7.5,7.2,6.9,1
Bengals,Bears,26,7,49,0.5,1.0,0.6595744680851063,1,1,2,449,22,25:30,0.5,46,3,15,0.14285714285714285,13,65,495,3,9.0,7.6,3.1,30,7,43,0.5333333333333333,1.0,0.5945945945945946,0,0,0,293,17,34:30,0.6666666666666666,283,11,37,0.2222222222222222,11,76,576,0,7.5,7.6,7.6,5
Bengals,Steelers,17,8,67,0.4666666666666667,0.0,0.575,0,1,1,192,9,29:55,0.0,105,6,22,0.14285714285714285,10,63,297,2,4.7,4.7,4.8,22,8,76,0.5384615384615384,1.0,0.6774193548387096,2,0,0,232,13,30:05,0.5,111,6,28,0.09090909090909091,8,60,343,0,7.3,5.7,4.0,22
Bengals,Patriots,20,6,65,0.23076923076923078,0.6666666666666666,0.5263157894736842,1,0,1,187,10,26:46,1.0,120,8,23,0.1,10,62,307,1,4.8,5.0,5.2,21,4,52,0.38461538461538464,0.0,0.6285714285714286,1,0,1,285,12,33:14,0.0,107,7,31,0.1111111111111111,10,67,392,1,7.9,5.9,3.5,6
Bengals,Ravens,22,6,35,0.42105263157894735,0.5,0.5217391304347826,0,1,0,254,11,38:46,0.16666666666666666,128,8,33,0.14285714285714285,12,80,382,1,5.4,4.8,3.9,16,7,53,0.3,0.5,0.53125,0,4,1,223,7,21:14,0.5,123,8,22,0.13043478260869565,13,57,346,5,6.4,6.1,5.6,-18
Browns,Bengals,22,7,53,0.5625,0.6666666666666666,0.6888888888888889,0,0,2,278,13,35:49,0.6666666666666666,49,5,24,0.16666666666666666,10,71,327,2,5.9,4.6,2.0,11,7,33,0.5,0.0,0.6086956521739131,0,0,0,95,7,24:11,0.6666666666666666,46,3,23,0.16666666666666666,10,49,141,0,3.7,2.9,2.0,1
Browns,Ravens,17,6,42,0.3888888888888889,0.3333333333333333,0.5833333333333334,0,1,1,208,10,31:49,1.0,115,7,22,0.18181818181818182,12,72,323,2,4.2,4.5,5.2,14,6,28,0.25,1.0,0.6551724137931034,1,0,0,197,10,28:11,0.75,45,2,21,0.10714285714285714,12,53,242,0,6.2,4.6,2.1,24
Browns,Packers,15,8,90,0.3076923076923077,0.5,0.5833333333333334,0,0,1,125,7,25:46,0.5,96,5,19,0.11764705882352941,10,57,221,1,3.3,3.9,5.1,14,14,75,0.5555555555555556,0.0,0.72,0,0,1,149,8,34:14,0.5,81,4,31,0.14705882352941177,10,61,230,1,5.0,3.8,2.6,-3
Browns,Lions,16,6,44,0.21428571428571427,1.0,0.45714285714285713,0,1,2,170,8,31:44,0.5,79,7,27,0.21428571428571427,14,65,249,3,4.5,3.8,2.9,16,6,35,0.42857142857142855,0.0,0.5925925925925926,1,0,1,168,8,28:16,1.0,109,6,29,0.0,13,56,277,1,6.2,4.9,3.8,24
Browns,Vikings,17,10,78,0.2,1.0,0.5757575757575758,0,0,0,182,9,30:29,0.6666666666666666,140,8,32,0.25,12,67,322,0,5.2,4.8,4.4,20,7,50,0.3333333333333333,0.0,0.7428571428571429,0,2,0,252,14,29:31,1.0,97,4,23,0.1875,12,61,349,2,6.6,5.7,4.2,4
Browns,Steelers,20,6,44,0.35294117647058826,0.5,0.5576923076923077,0,0,0,183,10,28:08,0.0,65,6,17,0.15789473684210525,9,75,248,0,3.2,3.3,3.8,19,10,59,0.38461538461538464,0.0,0.7,0,0,0,235,11,31:52,1.0,100,7,28,0.0,9,58,335,0,7.8,5.8,3.6,14
Browns,Dolphins,15,5,37,0.36363636363636365,0.0,0.7222222222222222,1,0,0,102,6,31:45,0.6666666666666666,104,5,33,0.14285714285714285,11,53,206,0,5.1,3.9,3.2,12,11,103,0.07692307692307693,0.5,0.5483870967741935,0,1,3,120,7,28:15,0.0,99,3,22,0.12121212121212122,12,57,219,4,3.4,3.8,4.5,-25
Browns,Patriots,12,5,31,0.18181818181818182,0.3333333333333333,0.6,0,0,2,145,7,23:48,0.6666666666666666,68,4,16,0.09090909090909091,12,52,213,2,4.0,4.1,4.3,23,7,54,0.2727272727272727,0.0,0.75,0,1,1,245,11,36:12,0.3333333333333333,177,10,35,0.16216216216216217,12,65,422,2,8.2,6.5,5.1,19
Browns,Jets,23,10,78,0.375,0.0,0.53125,0,0,0,120,8,34:04,0.5,158,10,32,0.1276595744680851,12,70,278,0,3.2,4.0,4.9,12,7,61,0.2727272727272727,0.0,0.5454545454545454,2,0,1,42,1,25:56,0.0,127,8,33,0.25,11,47,169,1,3.0,3.6,3.8,7
Browns,Ravens,10,5,41,0.14285714285714285,0.0,0.4230769230769231,1,0,1,81,4,27:01,0.0,106,5,25,0.08823529411764706,12,54,187,1,2.8,3.5,4.2,17,4,26,0.38461538461538464,1.0,0.56,0,1,2,167,9,32:59,0.25,184,8,30,0.19230769230769232,12,60,351,3,5.6,5.8,6.1,7
Browns,Raiders,11,8,77,0.25,0.0,0.55,0,1,1,206,4,23:34,0.6666666666666666,64,4,27,0.3333333333333333,15,48,270,2,9.8,5.6,2.4,19,13,109,0.23529411764705882,0.3333333333333333,0.6818181818181818,0,1,0,208,15,36:26,1.0,60,2,21,0.12987012987012986,15,75,268,1,3.9,3.6,2.9,-14
Browns,49ers,15,4,25,0.2727272727272727,0.0,0.6538461538461539,0,2,0,115,7,29:50,0.0,138,8,31,0.08823529411764706,9,60,253,2,4.0,4.2,4.5,19,3,11,0.6470588235294118,0.0,0.5333333333333333,0,0,0,161,11,30:10,0.6,91,7,33,0.14285714285714285,11,64,252,0,5.2,3.9,2.8,18
Cowboys,Eagles,22,4,42,0.6363636363636364,0.0,0.6176470588235294,0,1,0,188,9,25:08,0.6666666666666666,119,7,22,0.0,8,56,307,1,5.5,5.5,5.4,20,9,110,0.6153846153846154,0.0,0.8260869565217391,0,0,0,144,6,34:52,1.0,158,14,38,0.125,8,62,302,0,6.0,4.9,4.2,4
Cowboys,Giants,32,12,106,0.42857142857142855,1.0,0.7307692307692307,0,0,1,343,18,37:21,1.0,135,8,28,0.16666666666666666,14,83,478,1,6.2,5.8,4.8,22,14,160,0.42857142857142855,0.5,0.7317073170731707,0,0,1,422,15,32:39,0.2,84,6,21,0.10714285714285714,12,65,506,1,9.6,7.8,4.0,-3
Cowboys,Bears,23,4,25,0.2727272727272727,0.6666666666666666,0.7555555555555555,0,1,3,275,14,32:58,0.25,121,6,20,0.11764705882352941,10,67,396,4,5.9,5.9,6.1,19,6,41,0.5714285714285714,1.0,0.6785714285714286,0,0,0,298,11,27:02,0.6666666666666666,87,7,29,0.0,10,57,385,0,10.6,6.8,3.0,17
Cowboys,Packers,26,11,95,0.36363636363636365,1.0,0.775,0,0,0,319,17,34:27,0.8,117,8,26,0.0,10,67,436,0,7.8,6.5,4.5,32,7,53,0.7142857142857143,1.0,0.7209302325581395,0,1,0,325,16,35:33,0.8333333333333334,164,11,35,0.08333333333333333,11,79,489,1,7.4,6.2,4.7,0
Cowboys,Jets,22,11,91,0.46153846153846156,0.0,0.6206896551724138,0,0,0,236,12,25:24,0.75,180,9,29,1.0,12,59,416,0,7.9,7.1,6.2,25,10,61,0.4375,0.3333333333333333,0.6956521739130435,0,1,0,234,14,34:36,0.6666666666666666,144,9,22,0.10204081632653061,12,73,378,1,4.6,5.2,6.5,-15
Cowboys,Panthers,15,6,37,0.4166666666666667,1.0,0.7352941176470589,0,0,0,261,12,27:58,0.5,31,1,19,0.0,9,53,292,0,7.7,5.5,1.6,27,6,57,0.375,1.0,0.68,0,0,1,194,11,32:02,0.5,216,14,38,0.2,9,64,410,1,7.5,6.4,5.7,3
Cowboys,Commanders,21,10,79,0.5,0.0,0.7,1,0,0,257,11,31:21,0.75,152,7,31,0.14285714285714285,12,62,409,0,8.3,6.6,4.9,18,11,118,0.4375,0.0,0.5,0,1,1,205,8,28:39,1.0,136,8,28,0.2857142857142857,13,64,341,2,5.7,5.3,4.9,-22
Cowboys,Broncos,24,9,80,0.36363636363636365,1.0,0.6285714285714286,0,0,2,231,12,33:32,0.5,108,8,31,0.13333333333333333,11,68,339,2,6.2,5.0,3.5,25,7,42,0.625,0.0,0.6551724137931034,0,0,1,247,15,26:28,0.8,179,8,28,0.0,12,57,426,1,8.5,7.5,6.4,20
Cowboys,Cardinals,22,6,55,0.4166666666666667,0.0,0.6153846153846154,1,2,1,210,14,26:40,0.3333333333333333,123,8,21,0.125,9,65,333,3,4.8,5.1,5.9,23,2,10,0.5384615384615384,0.0,0.6774193548387096,0,0,0,221,14,33:20,0.75,119,8,29,0.125,10,65,340,0,6.1,5.2,4.1,10
Cowboys,Raiders,24,6,50,0.4,0.3333333333333333,0.7575757575757576,0,1,0,267,16,33:36,0.6,114,7,31,1.0,10,65,381,1,7.9,5.9,3.7,17,6,40,0.25,0.6666666666666666,0.6428571428571429,0,0,1,209,12,26:24,0.3333333333333333,27,4,12,0.13793103448275862,11,58,236,1,4.5,4.1,2.3,-17
Cowboys,Eagles,25,8,69,0.4166666666666667,0.0,0.6388888888888888,0,1,1,348,16,29:02,0.6,125,6,31,0.16666666666666666,12,68,473,2,9.4,7.0,4.0,19,14,96,0.4166666666666667,0.0,0.6923076923076923,0,2,0,276,14,30:58,1.0,63,4,18,0.07692307692307693,11,58,339,2,6.9,5.8,3.5,-3
Cowboys,Chiefs,23,7,50,0.5625,1.0,0.6923076923076923,0,0,1,320,15,30:54,0.5,137,3,26,0.0,10,65,457,1,8.2,7.0,5.3,19,10,119,0.38461538461538464,1.0,0.6764705882352942,0,0,0,243,12,29:06,1.0,119,7,23,0.16666666666666666,9,60,362,0,6.6,6.0,5.2,-3
Broncos,Titans,20,6,45,0.4,0.0,0.625,0,2,2,166,9,31:56,0.3333333333333333,151,5,30,0.1,14,71,317,4,4.0,4.5,5.0,7,13,131,0.14285714285714285,0.0,0.42857142857142855,0,2,0,62,5,28:04,0.0,71,2,21,0.12,14,55,133,2,1.8,2.4,3.4,-8
Broncos,Colts,23,8,83,0.4444444444444444,0.0,0.7333333333333333,0,0,1,206,11,27:53,1.0,118,7,24,0.0,9,54,324,1,6.9,6.0,4.9,26,11,68,0.46153846153846156,0.0,0.6764705882352942,0,0,0,306,16,32:07,0.3333333333333333,167,6,32,0.1,10,67,473,0,8.7,7.1,5.2,1
Broncos,Chargers,9,10,90,0.15384615384615385,1.0,0.56,0,0,0,147,5,23:40,0.5,118,3,21,0.3333333333333333,12,48,265,0,5.4,5.5,5.6,29,3,25,0.47058823529411764,0.0,0.5957446808510638,0,1,1,270,17,36:20,0.3333333333333333,106,6,28,0.16666666666666666,12,80,376,2,5.2,4.7,3.8,3
Broncos,Bengals,29,7,72,0.5714285714285714,0.0,0.6904761904761905,0,0,1,326,17,37:58,0.75,186,11,38,0.0,10,80,512,1,7.8,6.4,4.9,9,11,65,0.18181818181818182,0.0,0.56,0,0,0,106,3,22:02,0.0,53,3,15,0.15789473684210525,10,43,159,0,3.8,3.7,3.5,-25
Broncos,Eagles,23,12,121,0.3125,0.0,0.6153846153846154,0,0,0,228,12,34:17,0.6666666666666666,130,8,29,0.14285714285714285,11,70,358,0,5.6,5.1,4.5,16,9,55,0.18181818181818182,0.0,0.6052631578947368,0,0,0,257,11,25:43,0.5,45,2,11,0.2608695652173913,12,55,302,0,5.8,5.5,4.1,-4
Broncos,Jets,12,6,37,0.3333333333333333,1.0,0.6333333333333333,0,1,0,168,9,31:08,0.5,78,3,26,0.16666666666666666,12,57,246,1,5.4,4.3,3.0,8,2,15,0.13333333333333333,0.5,0.5294117647058824,0,0,0,-10,2,28:52,0.0,92,6,31,0.16363636363636364,12,57,82,0,-0.4,1.4,3.0,-2
Broncos,Giants,25,12,127,0.3076923076923077,0.5,0.54,0,0,0,265,15,29:49,0.8,142,8,24,0.14285714285714285,13,76,407,0,5.1,5.4,5.9,26,8,36,0.4,1.0,0.45454545454545453,0,0,1,268,12,30:11,1.0,119,7,32,0.26666666666666666,12,69,387,1,7.2,5.6,3.7,-1
Broncos,Cowboys,25,7,42,0.625,0.0,0.6551724137931034,0,0,1,247,15,26:28,0.8,179,8,28,0.0,12,57,426,1,8.5,7.5,6.4,24,9,80,0.36363636363636365,1.0,0.6285714285714286,0,0,2,231,12,33:32,0.5,108,8,31,0.13333333333333333,11,68,339,2,6.2,5.0,3.5,-20
Broncos,Texans,15,4,41,0.4,0.0,0.4864864864864865,0,1,1,171,9,25:24,0.0,100,6,23,0.5,13,61,271,2,4.5,4.4,4.3,15,4,29,0.17647058823529413,1.0,0.575,0,0,0,191,11,34:36,0.0,77,2,28,0.16,14,72,268,0,4.3,3.7,2.8,-3
Broncos,Raiders,10,11,78,0.3333333333333333,0.0,0.5714285714285714,0,0,2,136,5,30:46,0.3333333333333333,84,5,27,0.14285714285714285,13,57,220,2,4.5,3.9,3.1,10,11,83,0.26666666666666666,0.0,0.5925925925925926,0,0,1,114,6,29:14,1.0,74,4,25,0.20689655172413793,13,58,188,1,3.5,3.2,3.0,-3
Broncos,Chiefs,16,10,147,0.4666666666666667,0.0,0.631578947368421,0,0,0,283,11,29:29,0.2,59,5,21,0.16666666666666666,10,61,342,0,7.1,5.6,2.8,19,10,69,0.38461538461538464,0.0,0.6444444444444445,0,0,1,249,13,30:31,0.25,62,3,14,0.1111111111111111,10,62,311,1,5.2,5.0,4.4,-3
Broncos,Commanders,23,5,33,0.4666666666666667,1.0,0.6444444444444445,0,0,1,315,17,32:13,0.6,87,6,23,0.16666666666666666,10,69,402,1,6.8,5.8,3.8,30,5,35,0.47058823529411764,1.0,0.56,0,0,1,276,17,35:00,0.6,143,10,33,0.1111111111111111,11,85,419,1,5.3,4.9,4.3,-1
Lions,Packers,16,7,40,0.3333333333333333,0.75,0.7948717948717948,0,0,1,200,13,35:25,0.25,46,2,22,0.16,9,65,246,1,4.7,3.8,2.1,14,4,40,0.4,1.0,0.7272727272727273,0,0,0,188,8,24:35,0.6,78,4,25,0.0,9,47,266,0,8.5,5.7,3.1,14
Lions,Bears,25,3,28,0.4,1.0,0.8214285714285714,0,0,0,334,15,30:20,0.8571428571428571,177,10,30,0.0,12,58,511,0,11.9,8.8,5.9,19,8,50,0.5384615384615384,0.0,0.6363636363636364,0,1,1,205,11,29:40,1.0,134,7,27,0.13793103448275862,13,64,339,2,5.5,5.3,5.0,-31
Lions,Ravens,24,8,68,0.5,1.0,0.7142857142857143,0,0,0,202,11,33:18,0.8,224,12,38,0.0,11,66,426,0,7.2,6.5,5.9,21,3,10,0.5454545454545454,0.0,0.75,0,1,0,233,14,26:42,0.5,85,4,19,0.12727272727272726,10,54,318,1,6.7,5.9,4.5,-8
Lions,Browns,16,6,35,0.42857142857142855,0.0,0.5925925925925926,1,0,1,168,8,28:16,1.0,109,6,29,0.0,13,56,277,1,6.2,4.9,3.8,16,6,44,0.21428571428571427,1.0,0.45714285714285713,0,1,2,170,8,31:44,0.5,79,7,27,0.21428571428571427,14,65,249,3,4.5,3.8,2.9,-24
Lions,Bengals,23,8,56,0.25,0.0,0.8333333333333334,0,1,0,247,15,34:21,0.8333333333333334,118,7,33,0.2857142857142857,12,61,365,1,8.8,6.0,3.6,21,6,30,0.36363636363636365,0.0,0.65,0,0,3,237,12,25:39,1.0,85,4,16,0.14285714285714285,12,58,322,3,5.6,5.6,5.3,-13
Lions,Chiefs,18,4,38,0.45454545454545453,0.0,0.7931034482758621,0,0,0,199,13,29:23,0.5,98,5,23,0.25,8,53,297,0,6.6,5.6,4.3,26,0,0,0.4,0.6666666666666666,0.7333333333333333,0,0,0,243,16,30:37,0.6666666666666666,112,8,29,0.21428571428571427,9,62,355,0,7.4,5.7,3.9,13
Lions,Buccaneers,17,6,50,0.23076923076923078,0.5,0.6896551724137931,0,1,1,215,9,31:39,0.5,164,6,32,0.15384615384615385,13,65,379,2,6.5,5.8,5.1,15,6,35,0.25,0.4,0.56,0,1,1,210,11,28:21,0.0,41,2,12,0.2222222222222222,14,66,251,2,3.9,3.8,3.4,-15
Lions,Vikings,15,10,76,0.29411764705882354,1.0,0.6756756756756757,0,1,0,240,11,31:08,0.3333333333333333,65,3,20,0.11363636363636363,11,62,305,1,5.7,4.9,3.3,20,7,56,0.3333333333333333,0.0,0.56,0,0,1,116,8,28:52,0.6,142,7,29,0.18518518518518517,12,59,258,1,3.9,4.4,4.9,3
Lions,Commanders,30,3,1,0.5,1.0,0.7142857142857143,0,0,0,320,19,32:36,0.6666666666666666,226,11,33,0.0,9,68,546,0,9.1,8.0,6.8,14,8,61,0.2,1.0,0.7272727272727273,0,0,0,195,9,27:24,1.0,93,5,27,0.1111111111111111,9,51,288,0,8.1,5.6,3.4,-22
Lions,Eagles,13,5,48,0.23076923076923078,0.0,0.3783783783783784,0,0,1,243,10,24:12,0.0,74,3,21,0.16666666666666666,13,60,317,1,6.2,5.3,3.5,16,9,78,0.26666666666666666,0.0,0.5,0,0,0,124,6,35:48,0.3333333333333333,148,7,40,0.09090909090909091,13,69,272,0,4.3,3.9,3.7,7
Lions,Giants,23,9,81,0.4166666666666667,0.0,0.6666666666666666,0,0,1,257,13,28:30,0.5,237,9,20,0.13636363636363635,12,65,494,1,5.7,7.6,11.9,25,7,59,0.5,0.3333333333333333,0.5135135135135135,0,0,1,395,16,37:11,0.3333333333333333,122,6,39,0.25,12,77,517,1,10.4,6.7,3.1,-7
Lions,Packers,20,5,22,0.6153846153846154,0.0,0.7407407407407407,0,0,0,233,12,31:06,0.6666666666666666,119,7,30,0.13043478260869565,8,60,352,0,7.8,5.9,4.0,18,3,20,0.5,1.0,0.6,0,0,0,234,11,28:54,1.0,125,5,30,0.0,9,60,359,0,7.8,6.0,4.2,7
Packers,Lions,14,4,40,0.4,1.0,0.7272727272727273,0,0,0,188,8,24:35,0.6,78,4,25,0.0,9,47,266,0,8.5,5.7,3.1,16,7,40,0.3333333333333333,0.75,0.7948717948717948,0,0,1,200,13,35:25,0.25,46,2,22,0.16,9,65,246,1,4.7,3.8,2.1,-14
Packers,Commanders,22,10,77,0.4166666666666667,0.0,0.6129032258064516,0,0,0,269,14,32:26,0.75,135,6,30,0.08695652173913043,12,63,404,0,8.2,6.4,4.5,15,5,30,0.3125,0.3333333333333333,0.5714285714285714,0,0,0,179,10,27:34,1.0,51,3,19,0.19047619047619047,11,65,230,0,3.9,3.5,2.7,-9
Packers,Browns,14,14,75,0.5555555555555556,0.0,0.72,0,0,1,149,8,34:14,0.5,81,4,31,0.14705882352941177,10,61,230,1,5.0,3.8,2.6,15,8,90,0.3076923076923077,0.5,0.5833333333333334,0,0,1,125,7,25:46,0.5,96,5,19,0.11764705882352941,10,57,221,1,3.3,3.9,5.1,3
Packers,Cowboys,32,7,53,0.7142857142857143,1.0,0.7209302325581395,0,1,0,325,16,35:33,0.8333333333333334,164,11,35,0.08333333333333333,11,79,489,1,7.4,6.2,4.7,26,11,95,0.36363636363636365,1.0,0.775,0,0,0,319,17,34:27,0.8,117,8,26,0.0,10,67,436,0,7.8,6.5,4.5,0
Packers,Bengals,24,5,40,0.45454545454545453,1.0,0.7307692307692307,0,0,1,256,11,32:44,0.75,153,12,33,0.3333333333333333,9,60,409,1,9.5,6.8,4.6,20,3,17,0.4,1.0,0.6444444444444445,0,0,0,213,12,27:16,1.0,55,5,16,0.16666666666666666,9,62,268,0,4.6,4.3,3.4,-9
Packers,Cardinals,19,10,94,0.3,0.6666666666666666,0.6551724137931034,0,0,0,168,10,25:50,0.75,94,5,23,0.09090909090909091,10,53,262,0,5.6,4.9,4.1,23,6,55,0.5,0.0,0.6944444444444444,0,1,0,236,13,34:10,0.5,94,5,28,0.13953488372093023,9,70,330,1,5.6,4.7,3.4,-4
Packers,Steelers,22,5,47,0.4166666666666667,1.0,0.7837837837837838,0,0,0,360,16,31:48,0.6,94,5,26,0.0,12,63,454,0,9.7,7.2,3.6,16,6,65,0.1,1.0,0.6666666666666666,0,1,0,202,10,28:12,1.0,93,4,18,0.17647058823529413,11,57,295,1,5.2,5.2,5.2,-10
Packers,Panthers,20,7,42,0.5384615384615384,0.6666666666666666,0.7027027027027027,0,1,1,265,13,30:10,0.2,104,7,25,0.125,7,63,369,2,7.0,5.9,4.2,19,5,39,0.4,1.0,0.55,0,0,1,102,6,29:50,0.6666666666666666,163,11,33,0.0,7,54,265,1,4.9,4.9,4.9,3
Packers,Eagles,18,4,20,0.38461538461538464,0.3333333333333333,0.5555555555555556,0,2,0,157,10,27:55,1.0,104,7,27,0.15789473684210525,10,66,261,2,4.0,4.0,3.9,13,7,61,0.4375,0.0,0.5769230769230769,0,1,0,183,8,32:05,0.0,111,4,34,0.0,10,60,294,1,7.0,4.9,3.3,3
Packers,Giants,19,5,48,0.6363636363636364,0.0,0.5769230769230769,0,0,0,168,11,24:04,1.0,128,7,23,0.16666666666666666,8,51,296,0,6.0,5.8,5.6,22,6,77,0.5,0.75,0.6551724137931034,0,1,1,194,10,35:56,0.6,142,10,38,0.2857142857142857,9,69,336,2,6.3,4.9,3.7,-7
Packers,Vikings,22,2,10,0.5,0.0,0.6818181818181818,0,0,0,142,8,37:15,0.5,146,13,42,0.25,11,65,288,0,6.2,4.4,3.5,10,2,29,0.2222222222222222,0.0,0.631578947368421,0,1,2,52,3,22:45,0.0,93,7,20,0.14285714285714285,9,44,145,3,2.2,3.3,4.7,-17
Packers,Lions,18,3,20,0.5,1.0,0.6,0,0,0,234,11,28:54,1.0,125,5,30,0.0,9,60,359,0,7.8,6.0,4.2,20,5,22,0.6153846153846154,0.0,0.7407407407407407,0,0,0,233,12,31:06,0.6666666666666666,119,7,30,0.13043478260869565,8,60,352,0,7.8,5.9,4.0,-7
Texans,Rams,18,11,80,0.2222222222222222,1.0,0.7037037037037037,0,1,1,151,7,31:25,0.0,114,8,27,0.08108108108108109,9,57,265,2,5.0,4.6,4.2,18,7,60,0.5384615384615384,1.0,0.7241379310344828,0,1,0,224,13,28:35,0.6666666666666666,72,3,25,0.14285714285714285,9,57,296,1,7.0,5.2,2.9,5
Texans,Buccaneers,12,6,45,0.2222222222222222,0.0,0.5416666666666666,0,0,0,182,7,22:51,0.0,84,3,19,0.12,11,46,266,0,6.7,5.8,4.4,25,7,45,0.42857142857142855,1.0,0.6578947368421053,0,0,0,191,12,37:09,0.6666666666666666,169,9,30,0.16666666666666666,10,72,360,0,4.5,5.0,5.6,1
Texans,Jaguars,13,7,66,0.26666666666666666,1.0,0.6578947368421053,0,1,2,184,8,28:42,0.0,87,2,19,0.1,13,59,271,3,4.6,4.6,4.6,17,9,70,0.26666666666666666,0.0,0.5,0,0,1,205,10,31:18,0.6666666666666666,86,5,24,0.11764705882352941,13,66,291,1,4.9,4.4,3.6,7
Texans,Titans,20,6,50,0.4,1.0,0.7857142857142857,0,0,0,224,9,38:21,1.0,129,10,35,0.2222222222222222,9,65,353,0,7.5,5.4,3.7,10,4,35,0.18181818181818182,0.0,0.38461538461538464,0,0,1,93,5,21:39,0.0,82,3,18,0.13333333333333333,10,46,175,1,3.3,3.8,4.6,-26
Texans,Ravens,27,4,26,0.5833333333333334,1.0,0.8064516129032258,0,0,0,250,15,36:33,0.8,167,8,33,0.11764705882352941,10,66,417,0,7.6,6.3,5.1,12,9,49,0.375,0.0,0.7,0,0,3,163,7,23:27,0.5,44,4,19,0.0625,10,40,207,3,7.8,5.2,2.3,-34
Texans,Seahawks,18,10,105,0.13333333333333333,0.25,0.46938775510204084,1,0,1,198,13,27:43,0.3333333333333333,56,1,17,0.0967741935483871,14,69,254,1,3.8,3.7,3.3,19,12,93,0.14285714285714285,1.0,0.53125,0,2,2,198,9,32:17,0.75,118,6,33,0.13333333333333333,15,67,316,4,5.8,4.7,3.6,8
Texans,49ers,23,8,55,0.5625,1.0,0.7692307692307693,0,0,1,318,16,41:22,0.2,157,6,36,0.0,10,75,475,1,8.2,6.3,4.4,12,4,30,0.3333333333333333,0.0,0.59375,0,0,1,175,10,18:38,1.0,48,2,10,0.1111111111111111,9,44,223,1,5.1,5.1,4.8,-11
Texans,Broncos,15,4,29,0.17647058823529413,1.0,0.575,0,0,0,191,11,34:36,0.0,77,2,28,0.16,14,72,268,0,4.3,3.7,2.8,15,4,41,0.4,0.0,0.4864864864864865,0,1,1,171,9,25:24,0.0,100,6,23,0.5,13,61,271,2,4.5,4.4,4.3,3
